Filename,WaterLevel,VA,RB,OB,PF,DE,FS,IS,RO,IN,AF,BE,FO,GR,PH,PB,OS,OP,OK,ND,Defect
00143851.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00143880.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00143890.png,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00143900.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00143910.png,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00143920.png,10,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00143942.png,30,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
00143952.png,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00143962.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00143972.png,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00143982.png,20,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00144006.png,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00144016.png,10,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
00144026.png,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
00144057.png,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144067.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00144077.png,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00144087.png,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00144106.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00144116.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144126.png,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00144136.png,10,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
00144146.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144156.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00144166.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144176.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144186.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144203.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144222.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144232.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144251.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144261.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00144271.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144281.png,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00144291.png,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144301.png,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144311.png,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144321.png,10,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00144340.png,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00144350.png,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144360.png,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144370.png,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144380.png,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
00144390.png,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00144415.png,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00144425.png,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00144442.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144452.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144462.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144472.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144482.png,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
00144496.png,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00144506.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144516.png,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00144526.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144536.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
00144546.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144629.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144639.png,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
00144653.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144663.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144673.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144683.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144693.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144703.png,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00144713.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144731.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00144741.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144751.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144761.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144771.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144781.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144791.png,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144801.png,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00144811.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144821.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144831.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144845.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144855.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144865.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00144879.png,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144889.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144899.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00144909.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144919.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144929.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144939.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144949.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144959.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144969.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144979.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00144989.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145003.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00145013.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145023.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145033.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00145043.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145053.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145063.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00145079.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145089.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145106.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145125.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145135.png,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00145150.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00145160.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00145170.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00145180.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145206.png,10,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
00145216.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145226.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145245.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145262.png,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145272.png,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
00145282.png,5,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
00145292.png,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
00145311.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00145321.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145336.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145346.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145356.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145366.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00145376.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00145394.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145404.png,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145414.png,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145424.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145434.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145444.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145454.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145464.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145480.png,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145490.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145500.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145510.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145520.png,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00145530.png,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145540.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145550.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00145567.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145596.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145606.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145616.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145626.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00145636.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00145646.png,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00145656.png,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145666.png,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
00145676.png,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
00145690.png,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00145700.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145710.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00145720.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00145730.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145740.png,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145750.png,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
00145768.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00145778.png,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145795.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145805.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145815.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00145831.png,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145841.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00145851.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00145861.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00145871.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00145888.png,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145898.png,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00145914.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00145924.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00145934.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00145944.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00145963.png,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
00145973.png,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
00145990.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146000.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00146010.png,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146020.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146030.png,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
00146040.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146054.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146112.png,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146122.png,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146143.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00146153.png,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
00146163.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146173.png,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00146185.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146195.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146205.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146215.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00146225.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00146235.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00146254.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146264.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146274.png,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146284.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00146294.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00146304.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146314.png,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00146324.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146339.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146349.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146359.png,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146369.png,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146379.png,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00146389.png,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146399.png,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
00146409.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146419.png,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146429.png,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00146439.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146449.png,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146459.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00146469.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146479.png,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146489.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00146499.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146509.png,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146519.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146529.png,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146539.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00146562.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146572.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146582.png,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146592.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00146602.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146612.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00146622.png,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146632.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00146642.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00146652.png,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146662.png,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146672.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146690.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146700.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146710.png,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
00146720.png,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00146730.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00146790.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146800.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146810.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146820.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146830.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146840.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146850.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00146860.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00146885.png,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00146895.png,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00146914.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00146924.png,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00146934.png,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146944.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00146954.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146964.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146974.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00146984.png,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
00146994.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147004.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147022.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147032.png,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00147047.png,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00147057.png,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00147067.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147090.png,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147100.png,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147110.png,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
00147120.png,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00147130.png,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147140.png,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147150.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147160.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147177.png,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147187.png,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00147197.png,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147207.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147217.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147227.png,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147245.png,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00147255.png,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147265.png,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
00147282.png,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
00147292.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147302.png,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
00147312.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147322.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00147332.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147420.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147450.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00147460.png,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
